game_id,home_team,away_team,goalie_name,opening_line,goalieTeam
12132,PIT,VGK,Alex Nedeljkovic,27.5,PIT
12132,PIT,VGK,Adin Hill,28.5,VGK
12133,CHI,BUF,Petr Mrazek,28.5,CHI
12134,ANA,STL,Joel Hofer,27.5,STL
12135,FLA,EDM,Sergei Bobrovsky,27.5,FLA
12135,FLA,EDM,Calvin Pickard,27.5,EDM
12137,DAL,NYR,Scott Wedgewood,26.5,DAL
12137,DAL,NYR,Igor Shesterkin,27.5,NYR
12138,NSH,COL,Alexandar Georgiev,25.5,COL
12138,NSH,COL,Juuse Saros,28.5,NSH
12139,ARI,LA,Connor Ingram,29.5,ARI
12139,ARI,LA,Pheonix Copley,23.5,LA
12140,SEA,CGY,Dan Vladar,24.5,CGY
12140,SEA,CGY,Philipp Grubauer,27.5,SEA
12141,VAN,SJ,Mackenzie Blackwood,29.5,SJ
12141,VAN,SJ,Thatcher Demko,24.5,VAN
12142,DET,NJ,Alex Lyon,27.5,DET
12142,DET,NJ,Vitek Vanecek,26.5,NJ
12143,FLA,BOS,Linus Ullmark,29.5,BOS
12143,FLA,BOS,Sergei Bobrovsky,25.5,FLA
12144,TB,WPG,Connor Hellebuyck,26.5,WPG
12144,TB,WPG,Jonas Johansson,27.5,TB
12145,CAR,EDM,Stuart Skinner,28.5,EDM
12145,CAR,EDM,Antti Raanta,26.5,CAR
12146,PIT,NYR,Tristan Jarry,25.5,PIT
12146,PIT,NYR,Jonathan Quick,28.5,NYR
12147,WSH,BUF,Darcy Kuemper,26.5,WSH
12147,WSH,BUF,Devon Levi,26.5,BUF
12148,CBJ,CHI,Petr Mrazek,29.5,CHI
12148,CBJ,CHI,Elvis Merzlikins,25.5,CBJ
12149,NYI,PHI,Ilya Sorokin,28.5,NYI
12149,NYI,PHI,Carter Hart,27.5,PHI
12150,NSH,CGY,Jacob Markstrom,25.5,CGY
12150,NSH,CGY,Juuse Saros,27.5,NSH
12151,ARI,STL,Karel Vejmelka,27.5,ARI
12151,ARI,STL,Jordan Binnington,26.5,STL
12152,DAL,VGK,Jake Oettinger,27.5,DAL
12153,COL,VAN,Alexandar Georgiev,24.5,COL
12154,ANA,MTL,John Gibson,27.5,ANA
12154,ANA,MTL,Sam Montembeault,27.5,MTL
12155,SEA,SJ,Joey Daccord,23.5,SEA
12155,SEA,SJ,Kaapo Kahkonen,29.5,SJ
12156,PHI,NYR,Igor Shesterkin,27.5,NYR
12156,PHI,NYR,Carter Hart,25.5,PHI
12157,BOS,DET,Jeremy Swayman,26.5,BOS
12158,CHI,TOR,Arvid Soderblom,29.5,CHI
12158,CHI,TOR,Ilya Samsonov,24.5,TOR
12159,NJ,CBJ,Elvis Merzlikins,28.5,CBJ
12160,WSH,EDM,Stuart Skinner,25.5,EDM
12160,WSH,EDM,Charlie Lindgren,28.5,WSH
12162,ANA,LA,Cam Talbot,25.5,LA
12162,ANA,LA,John Gibson,28.5,ANA
12163,SJ,MTL,Mackenzie Blackwood,28.5,SJ
12163,SJ,MTL,Cayden Primeau,26.5,MTL
12164,BUF,PIT,Alex Nedeljkovic,28.5,PIT
12164,BUF,PIT,Ukko-Pekka Luukkonen,27.5,BUF
12165,OTT,NYI,Semyon Varlamov,28.5,NYI
12165,OTT,NYI,Anton Forsberg,26.5,OTT
12166,FLA,WPG,Connor Hellebuyck,27.5,WPG
12166,FLA,WPG,Sergei Bobrovsky,25.5,FLA
12167,CAR,TB,Antti Raanta,24.5,CAR
12167,CAR,TB,Andrei Vasilevskiy,29.5,TB
12168,MIN,COL,Alexandar Georgiev,26.5,COL
12168,MIN,COL,Filip Gustavsson,28.5,MIN
12169,DAL,CGY,Jake Oettinger,27.5,DAL
12169,DAL,CGY,Jacob Markstrom,27.5,CGY
12170,SEA,VAN,Joey Daccord,25.5,SEA
12170,SEA,VAN,Thatcher Demko,26.5,VAN
12171,NYR,BOS,Linus Ullmark,28.5,BOS
12171,NYR,BOS,Jonathan Quick,26.5,NYR
12172,LA,MTL,Jake Allen,30.5,MTL
12173,PIT,TOR,Joseph Woll,28.5,TOR
12173,PIT,TOR,Tristan Jarry,27.5,PIT
12174,NJ,BUF,Eric Comrie,28.5,BUF
12174,NJ,BUF,Vitek Vanecek,25.5,NJ
12175,NYI,PHI,Samuel Ersson,26.5,PHI
12175,NYI,PHI,Ilya Sorokin,28.5,NYI
12177,SJ,VAN,Kaapo Kahkonen,29.5,SJ
12177,SJ,VAN,Casey DeSmith,25.5,VAN
12178,VGK,ARI,Logan Thompson,25.5,VGK
12178,VGK,ARI,Connor Ingram,29.5,ARI
12179,DET,MIN,Alex Lyon,26.5,DET
12179,DET,MIN,Filip Gustavsson,27.5,MIN
12180,CHI,STL,Jordan Binnington,26.5,STL
12180,CHI,STL,Arvid Soderblom,27.5,CHI
12181,CAR,CBJ,Elvis Merzlikins,30.5,CBJ
12181,CAR,CBJ,Pyotr Kochetkov,24.5,CAR
12182,NSH,WPG,Juuse Saros,26.5,NSH
12182,NSH,WPG,Laurent Brossoit,26.5,WPG
12183,EDM,ANA,Stuart Skinner,24.5,EDM
12184,CBJ,BOS,Jeremy Swayman,27.5,BOS
12184,CBJ,BOS,Spencer Martin,27.5,CBJ
12185,OTT,FLA,Sergei Bobrovsky,27.5,FLA
12186,NYR,BUF,Igor Shesterkin,25.5,NYR
12186,NYR,BUF,Ukko-Pekka Luukkonen,27.5,BUF
12187,COL,TB,Andrei Vasilevskiy,28.5,TB
12187,COL,TB,Alexandar Georgiev,25.5,COL
12188,CGY,VGK,Adin Hill,28.5,VGK
12188,CGY,VGK,Dan Vladar,25.5,CGY
12189,SJ,WSH,Darcy Kuemper,25.5,WSH
12189,SJ,WSH,Mackenzie Blackwood,27.5,SJ
12190,TOR,FLA,Anthony Stolarz,28.5,FLA
12190,TOR,FLA,Joseph Woll,28.5,TOR
12191,NJ,NYI,Vitek Vanecek,25.5,NJ
12192,PHI,CAR,Pyotr Kochetkov,25.5,CAR
12192,PHI,CAR,Carter Hart,27.5,PHI
12193,NSH,PIT,Tristan Jarry,27.5,PIT
12193,NSH,PIT,Juuse Saros,27.5,NSH
12194,MIN,STL,Jordan Binnington,28.5,STL
12194,MIN,STL,Filip Gustavsson,26.5,MIN
12195,WPG,DAL,Connor Hellebuyck,26.5,WPG
12195,WPG,DAL,Jake Oettinger,26.5,DAL
12196,CHI,SEA,Philipp Grubauer,24.5,SEA
12196,CHI,SEA,Petr Mrazek,27.5,CHI
12197,EDM,VGK,Stuart Skinner,25.5,EDM
12198,ARI,TB,Jonas Johansson,25.5,TB
12198,ARI,TB,Connor Ingram,28.5,ARI
12199,VAN,ANA,Thatcher Demko,25.5,VAN
12200,CBJ,MTL,Elvis Merzlikins,27.5,CBJ
12200,CBJ,MTL,Sam Montembeault,28.5,MTL
12201,NYR,DET,Ville Husso,27.5,DET
12201,NYR,DET,Igor Shesterkin,25.5,NYR
12202,LA,WSH,Charlie Lindgren,28.5,WSH
12202,LA,WSH,Cam Talbot,25.5,LA
12203,DET,CHI,Petr Mrazek,28.5,CHI
12204,TOR,SEA,Philipp Grubauer,26.5,SEA
12204,TOR,SEA,Joseph Woll,26.5,TOR
12205,TB,PIT,Andrei Vasilevskiy,29.5,TB
12205,TB,PIT,Tristan Jarry,27.5,PIT
12206,BOS,SJ,Mackenzie Blackwood,30.5,SJ
12206,BOS,SJ,Jeremy Swayman,24.5,BOS
12207,PHI,NJ,Akira Schmid,27.5,NJ
12207,PHI,NJ,Carter Hart,26.5,PHI
12208,MTL,FLA,Sergei Bobrovsky,25.5,FLA
12208,MTL,FLA,Cayden Primeau,29.5,MTL
12209,CAR,NYI,Semyon Varlamov,29.5,NYI
12209,CAR,NYI,Pyotr Kochetkov,24.5,CAR
12210,WPG,EDM,Stuart Skinner,26.5,EDM
12210,WPG,EDM,Connor Hellebuyck,26.5,WPG
12211,NSH,MIN,Juuse Saros,26.5,NSH
12212,STL,BUF,Ukko-Pekka Luukkonen,27.5,BUF
12212,STL,BUF,Jordan Binnington,27.5,STL
12213,ARI,COL,Alexandar Georgiev,24.5,COL
12213,ARI,COL,Connor Ingram,28.5,ARI
12214,CGY,DAL,Scott Wedgewood,28.5,DAL
12214,CGY,DAL,Jacob Markstrom,26.5,CGY
12215,VAN,VGK,Thatcher Demko,26.5,VAN
12216,ANA,WSH,John Gibson,26.5,ANA
12216,ANA,WSH,Darcy Kuemper,25.5,WSH
12217,NJ,SJ,Kaapo Kahkonen,30.5,SJ
12218,CBJ,OTT,Elvis Merzlikins,28.5,CBJ
12218,CBJ,OTT,Joonas Korpisalo,28.5,OTT
12219,DAL,TB,Jake Oettinger,26.5,DAL
12220,WPG,CHI,Arvid Soderblom,28.5,CHI
12220,WPG,CHI,Connor Hellebuyck,24.5,WPG
12221,NSH,NYR,Igor Shesterkin,26.5,NYR
12221,NSH,NYR,Kevin Lankinen,25.5,NSH
12222,FLA,NYI,Ilya Sorokin,31.5,NYI
12222,FLA,NYI,Anthony Stolarz,26.5,FLA
12223,MTL,DET,Jake Allen,28.5,MTL
12223,MTL,DET,Ville Husso,26.5,DET
12224,TOR,BOS,Linus Ullmark,28.5,BOS
12224,TOR,BOS,Joseph Woll,27.5,TOR
12226,CAR,BUF,Pyotr Kochetkov,23.5,CAR
12226,CAR,BUF,Eric Comrie,30.5,BUF
12227,PIT,PHI,Samuel Ersson,26.5,PHI
12227,PIT,PHI,Tristan Jarry,27.5,PIT
12228,ARI,STL,Joel Hofer,26.5,STL
12228,ARI,STL,Connor Ingram,27.5,ARI
12229,VGK,WSH,Darcy Kuemper,26.5,WSH
12229,VGK,WSH,Logan Thompson,25.5,VGK
12230,ANA,COL,Ivan Prosvetov,26.5,COL
12230,ANA,COL,John Gibson,27.5,ANA
12231,CGY,VAN,Jacob Markstrom,24.5,CGY
12232,MIN,CHI,Marc-Andre Fleury,24.5,MIN
12232,MIN,CHI,Petr Mrazek,28.5,CHI
12233,NYR,SJ,Mackenzie Blackwood,29.5,SJ
12233,NYR,SJ,Jonathan Quick,23.5,NYR
12234,BUF,NSH,Juuse Saros,27.5,NSH
12234,BUF,NSH,Ukko-Pekka Luukkonen,26.5,BUF
12235,BOS,CBJ,Spencer Martin,28.5,CBJ
12235,BOS,CBJ,Jeremy Swayman,25.5,BOS
12236,LA,COL,Cam Talbot,26.5,LA
12236,LA,COL,Alexandar Georgiev,27.5,COL
12237,TB,DAL,Andrei Vasilevskiy,26.5,TB
12237,TB,DAL,Jake Oettinger,27.5,DAL
12238,PHI,PIT,Alex Nedeljkovic,30.5,PIT
12238,PHI,PIT,Carter Hart,27.5,PHI
12239,MTL,SEA,Sam Montembeault,27.5,MTL
12239,MTL,SEA,Philipp Grubauer,25.5,SEA
12240,WPG,CAR,Laurent Brossoit,27.5,WPG
12240,WPG,CAR,Antti Raanta,24.5,CAR
12241,ARI,WSH,Connor Ingram,26.5,ARI
12241,ARI,WSH,Darcy Kuemper,25.5,WSH
12242,VGK,STL,Logan Thompson,25.5,VGK
12242,VGK,STL,Jordan Binnington,29.5,STL
12243,CBJ,LA,Elvis Merzlikins,29.5,CBJ
12243,CBJ,LA,Pheonix Copley,24.5,LA
12244,OTT,NYR,Anton Forsberg,25.5,OTT
12244,OTT,NYR,Igor Shesterkin,28.5,NYR
12245,NYI,SJ,Kaapo Kahkonen,30.5,SJ
12251,FLA,DAL,Sergei Bobrovsky,24.5,FLA
12251,FLA,DAL,Jake Oettinger,28.5,DAL
12252,TB,PIT,Tristan Jarry,28.5,PIT
12252,TB,PIT,Andrei Vasilevskiy,26.5,TB
12253,STL,VGK,Jordan Binnington,28.5,STL
12254,EDM,CAR,Stuart Skinner,27.5,EDM
12255,BOS,BUF,Devon Levi,28.5,BUF
12255,BOS,BUF,Linus Ullmark,27.5,BOS
12256,DET,SJ,Mackenzie Blackwood,30.5,SJ
12256,DET,SJ,Ville Husso,25.5,DET
12257,OTT,TOR,Anton Forsberg,26.5,OTT
12257,OTT,TOR,Joseph Woll,29.5,TOR
12258,MTL,LA,Cam Talbot,24.5,LA
12258,MTL,LA,Sam Montembeault,28.5,MTL
12259,NYI,CBJ,Semyon Varlamov,27.5,NYI
12259,NYI,CBJ,Spencer Martin,27.5,CBJ
12260,NSH,TB,Jonas Johansson,26.5,TB
12260,NSH,TB,Juuse Saros,26.5,NSH
12261,WSH,DAL,Scott Wedgewood,26.5,DAL
12261,WSH,DAL,Charlie Lindgren,27.5,WSH
12262,CHI,ANA,Lukas Dostal,25.5,ANA
12262,CHI,ANA,Petr Mrazek,27.5,CHI
12263,ARI,PHI,Carter Hart,24.5,PHI
12263,ARI,PHI,Connor Ingram,28.5,ARI
12264,COL,WPG,Connor Hellebuyck,26.5,WPG
12264,COL,WPG,Alexandar Georgiev,26.5,COL
12265,CGY,CAR,Pyotr Kochetkov,24.5,CAR
12265,CGY,CAR,Dustin Wolf,28.5,CGY
12266,VAN,MIN,Filip Gustavsson,25.5,MIN
12266,VAN,MIN,Casey DeSmith,27.5,VAN
12267,SEA,NJ,Philipp Grubauer,27.5,SEA
12267,SEA,NJ,Akira Schmid,27.5,NJ
12268,FLA,PIT,Sergei Bobrovsky,26.5,FLA
12268,FLA,PIT,Tristan Jarry,30.5,PIT
12269,CBJ,STL,Jet Greaves,27.5,CBJ
12269,CBJ,STL,Joel Hofer,27.5,STL
12270,EDM,MIN,Marc-Andre Fleury,27.5,MIN
12270,EDM,MIN,Stuart Skinner,25.5,EDM
12271,BOS,ARI,Linus Ullmark,24.5,BOS
12271,BOS,ARI,Connor Ingram,29.5,ARI
12272,DAL,VGK,Jake Oettinger,27.5,DAL
12274,DET,OTT,Alex Lyon,28.5,DET
12274,DET,OTT,Joonas Korpisalo,28.5,OTT
12275,WSH,NYR,Igor Shesterkin,26.5,NYR
12275,WSH,NYR,Charlie Lindgren,27.5,WSH
12276,TOR,NSH,Kevin Lankinen,28.5,NSH
12276,TOR,NSH,Ilya Samsonov,27.5,TOR
12277,BUF,MTL,Cayden Primeau,28.5,MTL
12277,BUF,MTL,Devon Levi,25.5,BUF
12278,NYI,LA,Cam Talbot,25.5,LA
12278,NYI,LA,Ilya Sorokin,30.5,NYI
12279,CHI,STL,Petr Mrazek,28.5,CHI
12279,CHI,STL,Jordan Binnington,25.5,STL
12280,COL,PHI,Ivan Prosvetov,27.5,COL
12280,COL,PHI,Carter Hart,26.5,PHI
12281,VAN,CAR,Antti Raanta,24.5,CAR
12281,VAN,CAR,Thatcher Demko,28.5,VAN
12282,SEA,TB,Philipp Grubauer,25.5,SEA
12282,SEA,TB,Andrei Vasilevskiy,25.5,TB
12283,CBJ,FLA,Jet Greaves,30.5,CBJ
12283,CBJ,FLA,Anthony Stolarz,26.5,FLA
12285,MTL,NSH,Jake Allen,28.5,MTL
12286,CHI,WSH,Darcy Kuemper,25.5,WSH
12286,CHI,WSH,Arvid Soderblom,26.5,CHI
12287,NYR,LA,Jonathan Quick,26.5,NYR
12289,SEA,MIN,Filip Gustavsson,26.5,MIN
12290,VGK,SJ,Kaapo Kahkonen,31.5,SJ
12291,BUF,ARI,Karel Vejmelka,28.5,ARI
12291,BUF,ARI,Devon Levi,25.5,BUF
12292,NYI,TOR,Ilya Sorokin,30.5,NYI
12292,NYI,TOR,Ilya Samsonov,26.5,TOR
12293,DAL,DET,James Reimer,27.5,DET
12293,DAL,DET,Jake Oettinger,25.5,DAL
12294,COL,CGY,Dan Vladar,26.5,CGY
12294,COL,CGY,Alexandar Georgiev,26.5,COL
12295,PIT,ARI,Connor Ingram,28.5,ARI
12295,PIT,ARI,Tristan Jarry,25.5,PIT
12296,OTT,CAR,Pyotr Kochetkov,25.5,CAR
12296,OTT,CAR,Joonas Korpisalo,29.5,OTT
12297,NYR,TOR,Martin Jones,26.5,TOR
12297,NYR,TOR,Igor Shesterkin,28.5,NYR
12298,NSH,PHI,Samuel Ersson,25.5,PHI
12298,NSH,PHI,Juuse Saros,27.5,NSH
12299,STL,DET,Jordan Binnington,27.5,STL
12299,STL,DET,Ville Husso,27.5,DET
12300,EDM,CHI,Stuart Skinner,23.5,EDM
12300,EDM,CHI,Petr Mrazek,30.5,CHI
12301,VGK,CGY,Logan Thompson,25.5,VGK
12301,VGK,CGY,Dustin Wolf,27.5,CGY
12302,VAN,TB,Thatcher Demko,26.5,VAN
12302,VAN,TB,Andrei Vasilevskiy,25.5,TB
12303,SEA,FLA,Sergei Bobrovsky,26.5,FLA
12303,SEA,FLA,Joey Daccord,27.5,SEA
12304,SJ,WPG,Mackenzie Blackwood,28.5,SJ
12304,SJ,WPG,Laurent Brossoit,25.5,WPG
12305,NJ,BOS,Vitek Vanecek,26.5,NJ
12305,NJ,BOS,Jeremy Swayman,28.5,BOS
12306,MTL,PIT,Sam Montembeault,28.5,MTL
12306,MTL,PIT,Alex Nedeljkovic,28.5,PIT
12307,NYI,ANA,Semyon Varlamov,27.5,NYI
12307,NYI,ANA,John Gibson,27.5,ANA
12308,COL,BUF,Ivan Prosvetov,27.5,COL
12308,COL,BUF,Ukko-Pekka Luukkonen,27.5,BUF
12309,LA,WPG,Connor Hellebuyck,28.5,WPG
12309,LA,WPG,Cam Talbot,24.5,LA
12310,TOR,CBJ,Ilya Samsonov,25.5,TOR
12310,TOR,CBJ,Elvis Merzlikins,29.5,CBJ
12311,PHI,WSH,Charlie Lindgren,29.5,WSH
12311,PHI,WSH,Samuel Ersson,23.5,PHI
12312,DET,CAR,Pyotr Kochetkov,24.5,CAR
12312,DET,CAR,Ville Husso,28.5,DET
12313,MIN,CGY,Filip Gustavsson,26.5,MIN
12314,STL,OTT,Joonas Korpisalo,27.5,OTT
12314,STL,OTT,Jordan Binnington,29.5,STL
12315,EDM,TB,Stuart Skinner,25.5,EDM
12316,VAN,FLA,Sergei Bobrovsky,25.5,FLA
12317,SEA,CHI,Arvid Soderblom,28.5,CHI
12317,SEA,CHI,Joey Daccord,23.5,SEA
12318,NYR,ANA,Jonathan Quick,24.5,NYR
12318,NYR,ANA,Lukas Dostal,29.5,ANA
12319,CAR,NSH,Kevin Lankinen,29.5,NSH
12319,CAR,NSH,Antti Raanta,23.5,CAR
12320,NYI,BOS,Linus Ullmark,28.5,BOS
12320,NYI,BOS,Ilya Sorokin,29.5,NYI
12321,DAL,OTT,Jake Oettinger,27.5,DAL
12322,ARI,SJ,Kaapo Kahkonen,28.5,SJ
12322,ARI,SJ,Connor Ingram,26.5,ARI
12323,VGK,BUF,Devon Levi,27.5,BUF
12323,VGK,BUF,Logan Thompson,25.5,VGK
12324,MIN,VAN,Filip Gustavsson,24.5,MIN
12324,MIN,VAN,Casey DeSmith,27.5,VAN
12325,MTL,NYI,Sam Montembeault,27.5,MTL
12325,MTL,NYI,Semyon Varlamov,29.5,NYI
12326,WPG,COL,Connor Hellebuyck,26.5,WPG
12326,WPG,COL,Ivan Prosvetov,26.5,COL
12327,PHI,DET,Samuel Ersson,24.5,PHI
12327,PHI,DET,Alex Lyon,28.5,DET
12328,TOR,PIT,Martin Jones,27.5,TOR
12328,TOR,PIT,Tristan Jarry,29.5,PIT
12329,CBJ,NJ,Daniil Tarasov,29.5,CBJ
12330,BOS,NYR,Igor Shesterkin,27.5,NYR
12330,BOS,NYR,Jeremy Swayman,26.5,BOS
12331,NSH,WSH,Juuse Saros,26.5,NSH
12331,NSH,WSH,Charlie Lindgren,27.5,WSH
12332,STL,DAL,Jordan Binnington,28.5,STL
12332,STL,DAL,Scott Wedgewood,28.5,DAL
12333,ARI,BUF,Karel Vejmelka,27.5,ARI
12333,ARI,BUF,Ukko-Pekka Luukkonen,26.5,BUF
12334,SEA,LA,Joey Daccord,27.5,SEA
12334,SEA,LA,Cam Talbot,25.5,LA
12335,CGY,TB,Andrei Vasilevskiy,27.5,TB
12335,CGY,TB,Dan Vladar,25.5,CGY
12336,EDM,FLA,Sergei Bobrovsky,27.5,FLA
12336,EDM,FLA,Calvin Pickard,27.5,EDM
12337,CHI,VAN,Petr Mrazek,27.5,CHI
12338,CAR,WSH,Pyotr Kochetkov,23.5,CAR
12341,COL,SJ,Mackenzie Blackwood,30.5,SJ
12342,DET,ANA,Ville Husso,26.5,DET
12343,PIT,MIN,Alex Nedeljkovic,28.5,PIT
12343,PIT,MIN,Filip Gustavsson,28.5,MIN
12344,WPG,MTL,Connor Hellebuyck,26.5,WPG
12344,WPG,MTL,Jake Allen,28.5,MTL
12345,DAL,SEA,Scott Wedgewood,26.5,DAL
12346,CGY,FLA,Jacob Markstrom,27.5,CGY
12346,CGY,FLA,Anthony Stolarz,26.5,FLA
12347,CAR,VGK,Logan Thompson,27.5,VGK
12347,CAR,VGK,Pyotr Kochetkov,25.5,CAR
12348,NJ,PHI,Samuel Ersson,26.5,PHI
12348,NJ,PHI,Vitek Vanecek,26.5,NJ
12349,BUF,CBJ,Devon Levi,25.5,BUF
12349,BUF,CBJ,Daniil Tarasov,29.5,CBJ
12350,TB,STL,Andrei Vasilevskiy,26.5,TB
12350,TB,STL,Jordan Binnington,28.5,STL
12351,BOS,MIN,Marc-Andre Fleury,27.5,MIN
12352,TOR,NYR,Igor Shesterkin,28.5,NYR
12352,TOR,NYR,Martin Jones,27.5,TOR
12353,NYI,EDM,Ilya Sorokin,31.5,NYI
12353,NYI,EDM,Stuart Skinner,25.5,EDM
12354,NSH,VAN,Casey DeSmith,27.5,VAN
12354,NSH,VAN,Juuse Saros,25.5,NSH
12355,CHI,COL,Petr Mrazek,28.5,CHI
12355,CHI,COL,Alexandar Georgiev,25.5,COL
12356,ARI,OTT,Connor Ingram,28.5,ARI
12357,SJ,LA,Kaapo Kahkonen,30.5,SJ
12357,SJ,LA,David Rittich,24.5,LA
12358,WSH,NYI,Darcy Kuemper,26.5,WSH
12358,WSH,NYI,Semyon Varlamov,27.5,NYI
12359,WPG,DET,James Reimer,27.5,DET
12359,WPG,DET,Laurent Brossoit,25.5,WPG
12360,LA,SEA,Cam Talbot,24.5,LA
12361,CBJ,WSH,Elvis Merzlikins,27.5,CBJ
12361,CBJ,WSH,Charlie Lindgren,27.5,WSH
12362,TB,VGK,Jiri Patera,27.5,VGK
12362,TB,VGK,Andrei Vasilevskiy,27.5,TB
12363,PHI,NSH,Samuel Ersson,24.5,PHI
12363,PHI,NSH,Juuse Saros,28.5,NSH
12364,BUF,TOR,Ilya Samsonov,28.5,TOR
12364,BUF,TOR,Devon Levi,27.5,BUF
12365,FLA,STL,Joel Hofer,29.5,STL
12365,FLA,STL,Sergei Bobrovsky,25.5,FLA
12366,PIT,CAR,Alex Nedeljkovic,30.5,PIT
12366,PIT,CAR,Pyotr Kochetkov,25.5,CAR
12367,NJ,EDM,Calvin Pickard,26.5,EDM
12367,NJ,EDM,Akira Schmid,28.5,NJ
12368,MIN,MTL,Filip Gustavsson,25.5,MIN
12368,MIN,MTL,Sam Montembeault,28.5,MTL
12369,DAL,VAN,Scott Wedgewood,25.5,DAL
12369,DAL,VAN,Thatcher Demko,28.5,VAN
12370,COL,OTT,Alexandar Georgiev,26.5,COL
12371,ANA,CGY,Lukas Dostal,28.5,ANA
12372,SJ,ARI,Mackenzie Blackwood,27.5,SJ
12372,SJ,ARI,Karel Vejmelka,26.5,ARI
12373,DET,PHI,Carter Hart,27.5,PHI
12373,DET,PHI,James Reimer,28.5,DET
12374,NYR,EDM,Jonathan Quick,27.5,NYR
12374,NYR,EDM,Stuart Skinner,26.5,EDM
12375,WPG,BOS,Jeremy Swayman,27.5,BOS
12375,WPG,BOS,Connor Hellebuyck,26.5,WPG
12376,CHI,MTL,Petr Mrazek,27.5,CHI
12376,CHI,MTL,Cayden Primeau,26.5,MTL
12377,NSH,DAL,Juuse Saros,26.5,NSH
12377,NSH,DAL,Scott Wedgewood,27.5,DAL
12378,FLA,VGK,Sergei Bobrovsky,25.5,FLA
12379,CBJ,TOR,Martin Jones,26.5,TOR
12379,CBJ,TOR,Daniil Tarasov,29.5,CBJ
12380,NJ,DET,Michael Hutchinson,28.5,DET
12380,NJ,DET,Vitek Vanecek,25.5,NJ
12381,CAR,NYI,Ilya Sorokin,31.5,NYI
12381,CAR,NYI,Pyotr Kochetkov,24.5,CAR
12382,WSH,TB,Charlie Lindgren,27.5,WSH
12382,WSH,TB,Andrei Vasilevskiy,25.5,TB
12383,OTT,PIT,Anton Forsberg,27.5,OTT
12383,OTT,PIT,Alex Nedeljkovic,29.5,PIT
12384,MIN,BOS,Marc-Andre Fleury,27.5,MIN
12385,NYR,BUF,Igor Shesterkin,26.5,NYR
12385,NYR,BUF,Ukko-Pekka Luukkonen,27.5,BUF
12386,STL,CHI,Arvid Soderblom,28.5,CHI
12386,STL,CHI,Jordan Binnington,25.5,STL
12388,COL,ARI,Connor Ingram,29.5,ARI
12388,COL,ARI,Alexandar Georgiev,24.5,COL
12389,LA,CGY,Jacob Markstrom,28.5,CGY
12389,LA,CGY,Cam Talbot,25.5,LA
12390,VAN,SJ,Thatcher Demko,25.5,VAN
12390,VAN,SJ,Mackenzie Blackwood,27.5,SJ
12391,NJ,CBJ,Elvis Merzlikins,29.5,CBJ
12391,NJ,CBJ,Vitek Vanecek,24.5,NJ
12392,TOR,OTT,Martin Jones,27.5,TOR
12392,TOR,OTT,Joonas Korpisalo,29.5,OTT
12393,NYR,WSH,Igor Shesterkin,25.5,NYR
12393,NYR,WSH,Darcy Kuemper,27.5,WSH
12394,TB,FLA,Andrei Vasilevskiy,28.5,TB
12394,TB,FLA,Sergei Bobrovsky,25.5,FLA
12395,NYI,PIT,Ilya Sorokin,30.5,NYI
12395,NYI,PIT,Tristan Jarry,27.5,PIT
12396,BUF,BOS,Jeremy Swayman,28.5,BOS
12396,BUF,BOS,Devon Levi,26.5,BUF
12397,STL,DAL,Scott Wedgewood,27.5,DAL
12397,STL,DAL,Joel Hofer,26.5,STL
12398,MIN,DET,James Reimer,27.5,DET
12398,MIN,DET,Filip Gustavsson,25.5,MIN
12399,NSH,CAR,Juuse Saros,29.5,NSH
12399,NSH,CAR,Pyotr Kochetkov,24.5,CAR
12400,CHI,WPG,Connor Hellebuyck,24.5,WPG
12400,CHI,WPG,Petr Mrazek,28.5,CHI
12401,ARI,COL,Karel Vejmelka,28.5,ARI
12401,ARI,COL,Alexandar Georgiev,25.5,COL
12402,CGY,SEA,Jacob Markstrom,25.5,CGY
12402,CGY,SEA,Chris Driedger,26.5,SEA
12403,ANA,VGK,John Gibson,28.5,ANA
12403,ANA,VGK,Logan Thompson,26.5,VGK
12404,LA,SJ,David Rittich,22.5,LA
12404,LA,SJ,Kaapo Kahkonen,31.5,SJ
12405,CAR,MTL,Antti Raanta,23.5,CAR
12405,CAR,MTL,Cayden Primeau,30.5,MTL
12406,VAN,PHI,Casey DeSmith,27.5,VAN
12406,VAN,PHI,Samuel Ersson,24.5,PHI
12407,VGK,LA,Cam Talbot,25.5,LA
12408,SJ,EDM,Magnus Chrona,30.5,SJ
12408,SJ,EDM,Stuart Skinner,23.5,EDM
12409,FLA,NYR,Sergei Bobrovsky,25.5,FLA
12409,FLA,NYR,Jonathan Quick,29.5,NYR
12410,DET,NSH,Alex Lyon,26.5,DET
12411,OTT,NJ,Joonas Korpisalo,28.5,OTT
12412,CBJ,TOR,Elvis Merzlikins,29.5,CBJ
12412,CBJ,TOR,Ilya Samsonov,26.5,TOR
12413,NYI,WSH,Charlie Lindgren,27.5,WSH
12413,NYI,WSH,Ilya Sorokin,28.5,NYI
12414,STL,COL,Jordan Binnington,28.5,STL
12414,STL,COL,Alexandar Georgiev,26.5,COL
12415,DAL,CHI,Petr Mrazek,29.5,CHI
12415,DAL,CHI,Scott Wedgewood,23.5,DAL
12416,ANA,ARI,John Gibson,25.5,ANA
12416,ANA,ARI,Connor Ingram,27.5,ARI
12417,SEA,PHI,Carter Hart,26.5,PHI
