goalie_name,event_id,opening_line,team
Mads Sogaard,12638,26.5,OTT
Jordan Binnington,12639,27.5,STL
Elvis Merzlikins,12639,26.5,CBJ
Mackenzie Blackwood,12640,28.5,NJ
Joey Daccord,12640,25.5,SEA
Alex Lyon,12641,29.5,DET
Joonas Korpisalo,12641,24.5,BOS
David Rittich,12642,26.5,LA
Juuse Saros,12642,28.5,NSH
Kaapo Kahkonen,12643,28.5,COL
John Gibson,12643,25.5,ANA
Alexandar Georgiev,12644,26.5,COL
Jonathan Quick,12644,26.5,NYR
Ilya Sorokin,12645,30.5,NYI
Ilya Samsonov,12645,25.5,VGK
Sam Montembeault,12646,28.5,MTL
Charlie Lindgren,12646,24.5,WSH
Jeremy Swayman,12647,26.5,BOS
Jacob Markstrom,12647,26.5,NJ
Tristan Jarry,12648,26.5,PIT
Connor Hellebuyck,12648,28.5,WPG
Anthony Stolarz,12649,26.5,TOR
Sergei Bobrovsky,12649,26.5,FLA
Samuel Ersson,12649,28.5,PHI
Ukko-Pekka Luukkonen,12650,26.5,BUF
Jake Oettinger,12650,28.5,DAL
Pyotr Kochetkov,12651,24.5,CAR
Thatcher Demko,12651,29.5,VAN
Vitek Vanecek,12652,26.5,SJ
Justus Annunen,12652,26.5,COL
Adin Hill,12653,28.5,VGK
Stuart Skinner,12653,25.5,EDM
Jonathan Quick,12654,25.5,NYR
Andrei Vasilevskiy,12654,27.5,TB
Ilya Samsonov,12655,26.5,VGK
Scott Wedgewood,12655,28.5,NSH
Filip Gustavsson,12656,25.5,MIN
Petr Mrazek,12656,27.5,CHI
Sergei Bobrovsky,12657,24.5,FLA
Darcy Kuemper,12657,29.5,LA
Laurent Brossoit,12658,28.5,CHI
Samuel Ersson,12658,25.5,PHI
Vitek Vanecek,12659,26.5,SJ
Jacob Markstrom,12659,27.5,NJ
Linus Ullmark,12660,26.5,OTT
Thatcher Demko,12660,26.5,VAN
Jonas Johansson,12661,27.5,TB
Ilya Sorokin,12661,27.5,NYI
Pyotr Kochetkov,12662,25.5,CAR
Alexandar Georgiev,12662,28.5,COL
Connor Ingram,12663,26.5,UTA
Alex Nedeljkovic,12664,27.5,PIT
Marc-Andre Fleury,12664,27.5,MIN
Igor Shesterkin,12665,23.5,NYR
Petr Mrazek,12665,27.5,CHI
Calvin Pickard,12666,24.5,EDM
John Gibson,12666,29.5,ANA
Sam Montembeault,12667,29.5,MTL
Jake Oettinger,12667,25.5,DAL
Alex Lyon,12668,26.5,DET
Ukko-Pekka Luukkonen,12669,24.5,BUF
Joel Hofer,12669,30.5,STL
Jacob Markstrom,12670,27.5,NJ
Semyon Varlamov,12670,28.5,NYI
Jeremy Swayman,12671,25.5,BOS
Charlie Lindgren,12671,27.5,WSH
Alexandar Georgiev,12672,28.5,COL
Sergei Bobrovsky,12672,26.5,FLA
Andrei Vasilevskiy,12673,26.5,TB
Elvis Merzlikins,12673,27.5,CBJ
Pyotr Kochetkov,12674,25.5,CAR
Cal Petersen,12675,24.5,PHI
Tristan Jarry,12676,27.5,PIT
Connor Hellebuyck,12676,27.5,WPG
Joonas Korpisalo,12677,26.5,BOS
Martin Jones,12677,27.5,FA
Connor Ingram,12678,29.5,UTA
Juuse Saros,12678,24.5,NSH
David Rittich,12679,26.5,LA
Stuart Skinner,12679,26.5,EDM
Jake Allen,12680,28.5,NJ
Jordan Binnington,12680,25.5,STL
Thatcher Demko,12681,26.5,VAN
Darcy Kuemper,12681,26.5,LA
Nico Daws,12682,26.5,NJ
Jacob Markstrom,12683,27.5,NJ
Igor Shesterkin,12683,25.5,NYR
Karel Vejmelka,12684,30.5,UTA
Samuel Ersson,12684,22.5,PHI
Filip Gustavsson,12685,27.5,MIN
Adin Hill,12685,26.5,VGK
Daniil Tarasov,12686,29.5,CBJ
Anton Forsberg,12686,26.5,OTT
Linus Ullmark,12687,26.5,OTT
Andrei Vasilevskiy,12687,25.5,TB
Charlie Lindgren,12688,27.5,WSH
Alexandar Georgiev,12688,26.5,COL
David Rittich,12689,27.5,LA
Ukko-Pekka Luukkonen,12689,27.5,BUF
Cayden Primeau,12690,26.5,MTL
Ilya Samsonov,12691,23.5,VGK
Jordan Binnington,12691,28.5,STL
Ilya Sorokin,12692,26.5,NYI
Philipp Grubauer,12692,26.5,SEA
Juuse Saros,12693,26.5,NSH
Pyotr Kochetkov,12694,26.5,CAR
Jake Oettinger,12694,28.5,DAL
Thatcher Demko,12695,24.5,VAN
Petr Mrazek,12695,27.5,CHI
Stuart Skinner,12696,24.5,EDM
Sergei Bobrovsky,12697,27.5,FLA
Tristan Jarry,12697,28.5,PIT
Connor Hellebuyck,12698,24.5,WPG
Kaapo Kahkonen,12698,30.5,COL
Connor Ingram,12699,27.5,UTA
Marc-Andre Fleury,12699,25.5,MIN
Andrei Vasilevskiy,12700,26.5,TB
Justus Annunen,12700,26.5,COL
Samuel Ersson,12701,26.5,PHI
Ilya Samsonov,12701,26.5,VGK
Sam Montembeault,12702,30.5,MTL
Jonathan Quick,12702,24.5,NYR
Nico Daws,12703,28.5,NJ
David Rittich,12703,27.5,LA
Jeremy Swayman,12704,26.5,BOS
Joey Daccord,12704,26.5,SEA
Joonas Korpisalo,12705,23.5,BOS
John Gibson,12705,30.5,ANA
Ukko-Pekka Luukkonen,12706,28.5,BUF
Eric Comrie,12706,27.5,WPG
Anthony Stolarz,12706,27.5,TOR
Stuart Skinner,12707,24.5,EDM
Jordan Binnington,12707,28.5,STL
Arvid Soderblom,12708,28.5,CHI
Alex Nedeljkovic,12708,25.5,PIT
Mackenzie Blackwood,12709,29.5,NJ
Dustin Wolf,12709,24.5,CGY
Juuse Saros,12710,27.5,NSH
Jake Oettinger,12710,28.5,DAL
Alex Lyon,12711,27.5,DET
Thatcher Demko,12711,25.5,VAN
Karel Vejmelka,12712,29.5,UTA
Linus Ullmark,12713,27.5,OTT
David Rittich,12713,27.5,LA
Jake Oettinger,12714,27.5,DAL
Calvin Pickard,12714,26.5,EDM
Joonas Korpisalo,12715,24.5,BOS
Petr Mrazek,12715,29.5,CHI
James Reimer,12716,28.5,ANA
Jordan Binnington,12717,28.5,STL
Ukko-Pekka Luukkonen,12718,26.5,BUF
Filip Gustavsson,12718,28.5,MIN
Sergei Bobrovsky,12719,26.5,FLA
Martin Jones,12720,24.5,FA
Lukas Dostal,12720,29.5,ANA
Jake Allen,12721,27.5,NJ
Darcy Kuemper,12721,26.5,LA
Samuel Ersson,12722,27.5,PHI
Nico Daws,12722,27.5,NJ
Connor Hellebuyck,12723,25.5,WPG
Thatcher Demko,12723,27.5,VAN
Spencer Martin,12724,25.5,CAR
Adin Hill,12724,28.5,VGK
Kaapo Kahkonen,12725,28.5,COL
Elvis Merzlikins,12725,25.5,CBJ
Ilya Sorokin,12726,28.5,NYI
Igor Shesterkin,12726,26.5,NYR
Tristan Jarry,12727,26.5,PIT
Karel Vejmelka,12728,29.5,UTA
John Gibson,12729,29.5,ANA
Ukko-Pekka Luukkonen,12729,23.5,BUF
Joel Hofer,12730,28.5,STL
Jeremy Swayman,12731,26.5,BOS
Jake Oettinger,12731,27.5,DAL
Casey DeSmith,12732,27.5,DAL
Alex Lyon,12733,27.5,DET
Joey Daccord,12733,25.5,SEA
Stuart Skinner,12734,24.5,EDM
Matt Villalta,12734,28.5,UTA
Connor Hellebuyck,12735,27.5,WPG
Mackenzie Blackwood,12736,28.5,NJ
Andrei Vasilevskiy,12737,27.5,TB
Anton Forsberg,12737,27.5,OTT
Spencer Martin,12738,24.5,CAR
Petr Mrazek,12738,29.5,CHI
Ilya Sorokin,12739,29.5,NYI
Alex Nedeljkovic,12739,27.5,PIT
Sergei Bobrovsky,12740,27.5,FLA
Joonas Korpisalo,12740,27.5,BOS
Scott Wedgewood,12741,27.5,NSH
Igor Shesterkin,12741,26.5,NYR
Charlie Lindgren,12742,27.5,WSH
Marc-Andre Fleury,12743,27.5,MIN
Laurent Brossoit,12743,25.5,CHI
Alexandar Georgiev,12744,25.5,COL
Thatcher Demko,12744,27.5,VAN
Adin Hill,12745,27.5,VGK
Cam Talbot,12746,26.5,DET
Elvis Merzlikins,12746,28.5,CBJ
Ukko-Pekka Luukkonen,12747,25.5,BUF
Sam Montembeault,12747,29.5,MTL
Samuel Ersson,12748,23.5,PHI
Arvid Soderblom,12748,29.5,CHI
Karel Vejmelka,12749,28.5,UTA
Ilya Samsonov,12749,24.5,VGK
Stuart Skinner,12750,25.5,EDM
Linus Ullmark,12750,28.5,OTT
Daniil Tarasov,12751,26.5,CBJ
John Gibson,12751,28.5,ANA
Nico Daws,12752,26.5,NJ
Igor Shesterkin,12752,28.5,NYR
Anton Forsberg,12753,27.5,OTT
Jake Oettinger,12753,28.5,DAL
Tristan Jarry,12754,24.5,PIT
Cayden Primeau,12754,28.5,MTL
Pyotr Kochetkov,12755,26.5,CAR
Sergei Bobrovsky,12755,28.5,FLA
Alex Lyon,12756,28.5,DET
Justus Annunen,12756,26.5,COL
Andrei Vasilevskiy,12757,25.5,TB
Charlie Lindgren,12757,27.5,WSH
Semyon Varlamov,12758,26.5,NYI
Jordan Binnington,12758,27.5,STL
Linus Ullmark,12759,28.5,OTT
Jacob Markstrom,12759,25.5,NJ
Thatcher Demko,12760,26.5,VAN
Philipp Grubauer,12760,24.5,SEA
Adin Hill,12761,28.5,VGK
David Rittich,12762,28.5,LA
Juuse Saros,12762,28.5,NSH
Daniil Tarasov,12763,28.5,CBJ
Ukko-Pekka Luukkonen,12763,26.5,BUF
Petr Mrazek,12764,29.5,CHI
Connor Hellebuyck,12764,24.5,WPG
Filip Gustavsson,12765,28.5,MIN
Calvin Pickard,12765,25.5,EDM
Jordan Binnington,12766,27.5,STL
Alex Lyon,12766,25.5,DET
Andrei Vasilevskiy,12767,27.5,TB
Ilya Sorokin,12767,27.5,NYI
Samuel Ersson,12769,24.5,PHI
Igor Shesterkin,12769,29.5,NYR
Anthony Stolarz,12770,24.5,TOR
Charlie Lindgren,12770,29.5,WSH
Pyotr Kochetkov,12771,25.5,CAR
Jake Oettinger,12771,29.5,DAL
Jeremy Swayman,12772,27.5,BOS
Thatcher Demko,12772,26.5,VAN
Ilya Samsonov,12773,26.5,VGK
Alexandar Georgiev,12773,27.5,COL
Anton Forsberg,12774,25.5,OTT
Logan Thompson,12774,28.5,WSH
Kaapo Kahkonen,12775,29.5,COL
Juuse Saros,12775,25.5,NSH
Marc-Andre Fleury,12776,26.5,MIN
Joey Daccord,12776,25.5,SEA
Stuart Skinner,12777,25.5,EDM
Dan Vladar,12777,28.5,CGY
John Gibson,12778,29.5,ANA
David Rittich,12778,23.5,LA
Jonas Johansson,12779,28.5,TB
Tristan Jarry,12780,27.5,PIT
Cal Petersen,12780,27.5,PHI
Ukko-Pekka Luukkonen,12781,27.5,BUF
Spencer Martin,12781,27.5,CAR
James Reimer,12782,26.5,ANA
Petr Mrazek,12782,27.5,CHI
Connor Hellebuyck,12783,24.5,WPG
Connor Ingram,12783,28.5,UTA
Jonathan Quick,12784,27.5,NYR
Elvis Merzlikins,12784,27.5,CBJ
Anton Forsberg,12786,26.5,OTT
Darcy Kuemper,12786,28.5,LA
Ilya Sorokin,12787,28.5,NYI
Scott Wedgewood,12787,26.5,NSH
David Rittich,12788,27.5,LA
Stuart Skinner,12788,26.5,EDM
Linus Ullmark,12789,27.5,OTT
Philipp Grubauer,12789,25.5,SEA
Sam Montembeault,12790,26.5,MTL
Connor Ingram,12790,27.5,UTA
Ilya Samsonov,12791,24.5,VGK
Adin Hill,12791,29.5,VGK
Sergei Bobrovsky,12792,26.5,FLA
Ukko-Pekka Luukkonen,12792,30.5,BUF
Andrei Vasilevskiy,12793,27.5,TB
Samuel Ersson,12793,23.5,PHI
Alex Lyon,12794,25.5,DET
Charlie Lindgren,12794,27.5,WSH
Joonas Korpisalo,12795,26.5,BOS
Juuse Saros,12795,27.5,NSH
Pyotr Kochetkov,12796,25.5,CAR
Filip Gustavsson,12796,28.5,MIN
Joel Hofer,12797,29.5,STL
Laurent Brossoit,12797,24.5,CHI
Jacob Markstrom,12798,27.5,NJ
Cam Talbot,12798,27.5,DET
Jake Oettinger,12799,28.5,DAL
Alexandar Georgiev,12799,25.5,COL
Thatcher Demko,12800,26.5,VAN
Tristan Jarry,12800,25.5,PIT
Mackenzie Blackwood,12801,30.5,NJ
Nico Daws,12801,24.5,NJ
Elvis Merzlikins,12802,28.5,CBJ
Igor Shesterkin,12802,27.5,NYR
Stuart Skinner,12803,24.5,EDM
Jordan Binnington,12803,30.5,STL
Sam Montembeault,12804,30.5,MTL
Anthony Stolarz,12804,24.5,TOR
Andrei Vasilevskiy,12805,27.5,TB
Ukko-Pekka Luukkonen,12805,26.5,BUF
Joseph Woll,12806,25.5,TOR
Connor Ingram,12806,28.5,UTA
Jeremy Swayman,12807,26.5,BOS
Daniil Tarasov,12808,29.5,CBJ
Spencer Martin,12808,26.5,CAR
Ilya Sorokin,12809,27.5,NYI
Alex Lyon,12809,26.5,DET
Connor Hellebuyck,12810,27.5,WPG
Jake Oettinger,12810,26.5,DAL
Juuse Saros,12811,26.5,NSH
Filip Gustavsson,12811,27.5,MIN
Justus Annunen,12812,25.5,COL
Petr Mrazek,12812,28.5,CHI
Tristan Jarry,12813,25.5,PIT
Philipp Grubauer,12813,26.5,SEA
Thatcher Demko,12814,26.5,VAN
Cam Talbot,12814,27.5,DET
John Gibson,12815,26.5,ANA
Kaapo Kahkonen,12815,28.5,COL
Charlie Lindgren,12816,28.5,WSH
Karel Vejmelka,12817,29.5,UTA
Joonas Korpisalo,12817,24.5,BOS
Nico Daws,12818,25.5,NJ
Connor Hellebuyck,12819,28.5,WPG
Pyotr Kochetkov,12819,25.5,CAR
Jordan Binnington,12820,27.5,STL
Marc-Andre Fleury,12820,25.5,MIN
Stuart Skinner,12821,26.5,EDM
Juuse Saros,12822,28.5,NSH
Alexandar Georgiev,12822,27.5,COL
Ukko-Pekka Luukkonen,12823,25.5,BUF
Logan Thompson,12823,28.5,WSH
Ilya Samsonov,12824,25.5,VGK
Igor Shesterkin,12824,28.5,NYR
Mads Sogaard,12825,28.5,OTT
Felix Sandstrom,12825,26.5,BUF
Cayden Primeau,12826,27.5,MTL
Andrei Vasilevskiy,12826,25.5,TB
Alex Lyon,12827,29.5,DET
Sergei Bobrovsky,12827,24.5,FLA
Linus Ullmark,12828,27.5,OTT
Ilya Sorokin,12828,27.5,NYI
Jake Oettinger,12829,23.5,DAL
Magnus Chrona,12829,30.5,NSH
Elvis Merzlikins,12830,26.5,CBJ
Arvid Soderblom,12830,28.5,CHI
Tristan Jarry,12831,27.5,PIT
Jacob Markstrom,12831,27.5,NJ
Charlie Lindgren,12832,25.5,WSH
Karel Vejmelka,12832,29.5,UTA
Nico Daws,12833,28.5,NJ
Cam Talbot,12833,27.5,DET
Laurent Brossoit,12834,27.5,CHI
Filip Gustavsson,12835,24.5,MIN
Kaapo Kahkonen,12835,30.5,COL
Casey DeSmith,12836,23.5,DAL
Alex Nedeljkovic,12837,28.5,PIT
Calvin Pickard,12837,25.5,EDM
Adin Hill,12838,28.5,VGK
Daniil Tarasov,12838,27.5,CBJ
Jeremy Swayman,12839,29.5,BOS
Igor Shesterkin,12840,29.5,NYR
Sergei Bobrovsky,12840,26.5,FLA
Samuel Ersson,12841,22.5,PHI
Jordan Binnington,12841,29.5,STL
Petr Mrazek,12842,29.5,CHI
Justus Annunen,12842,24.5,COL
Jacob Markstrom,12843,26.5,NJ
Philipp Grubauer,12843,26.5,SEA
Tristan Jarry,12844,25.5,PIT
Jet Greaves,12844,29.5,CBJ
Akira Schmid,12845,28.5,VGK
Anthony Stolarz,12845,28.5,TOR
Linus Ullmark,12846,28.5,OTT
Stuart Skinner,12846,25.5,EDM
Ilya Sorokin,12847,25.5,NYI
Joel Hofer,12847,28.5,STL
Connor Hellebuyck,12848,26.5,WPG
Jake Allen,12849,28.5,NJ
Juuse Saros,12849,25.5,NSH
Connor Ingram,12850,25.5,UTA
Arvid Soderblom,12850,27.5,CHI
Kaapo Kahkonen,12851,30.5,COL
Jake Oettinger,12851,23.5,DAL
Thatcher Demko,12852,27.5,VAN
Cam Talbot,12852,25.5,DET
Ukko-Pekka Luukkonen,12853,27.5,BUF
Ilya Samsonov,12853,26.5,VGK
Alexandar Georgiev,12854,25.5,COL
Alex Lyon,12854,28.5,DET
Mads Sogaard,12855,23.5,OTT
Lukas Dostal,12855,30.5,ANA
Darcy Kuemper,12856,27.5,LA
Tristan Jarry,12856,24.5,PIT
Jeremy Swayman,12857,28.5,BOS
Jordan Binnington,12858,30.5,STL
Nico Daws,12858,24.5,NJ
Sam Montembeault,12859,30.5,MTL
Frederik Andersen,12859,23.5,CAR
Samuel Ersson,12860,27.5,PHI
Jacob Markstrom,12861,26.5,NJ
Andrei Vasilevskiy,12861,26.5,TB
Daniil Tarasov,12862,29.5,CBJ
Calvin Pickard,12862,25.5,EDM
Eric Comrie,12863,27.5,WPG
Karel Vejmelka,12864,27.5,UTA
Marc-Andre Fleury,12864,25.5,MIN
Adin Hill,12865,26.5,VGK
Thatcher Demko,12865,25.5,VAN
Magnus Chrona,12866,29.5,NSH
Ilya Sorokin,12866,24.5,NYI
Cam Talbot,12867,26.5,DET
Joonas Korpisalo,12867,27.5,BOS
Alex Lyon,12868,27.5,DET
Connor Ingram,12868,27.5,UTA
Filip Gustavsson,12869,28.5,MIN
Alexandar Georgiev,12869,26.5,COL
Laurent Brossoit,12870,26.5,CHI
John Gibson,12871,28.5,ANA
Jake Oettinger,12871,22.5,DAL
Pyotr Kochetkov,12872,26.5,CAR
Nico Daws,12872,27.5,NJ
Daniil Tarasov,12873,29.5,CBJ
Kevin Lankinen,12873,26.5,VAN
Stuart Skinner,12874,27.5,EDM
Ukko-Pekka Luukkonen,12874,27.5,BUF
Linus Ullmark,12875,27.5,OTT
Alex Nedeljkovic,12875,26.5,PIT
Anthony Stolarz,12876,26.5,TOR
Andrei Vasilevskiy,12877,26.5,TB
Samuel Ersson,12877,25.5,PHI
Ilya Samsonov,12878,24.5,VGK
Sam Montembeault,12878,29.5,MTL
Charlie Lindgren,12879,25.5,WSH
Petr Mrazek,12879,27.5,CHI
Magnus Chrona,12880,29.5,NSH
Joonas Korpisalo,12880,23.5,BOS
Jordan Binnington,12881,28.5,STL
Igor Shesterkin,12881,26.5,NYR
Connor Hellebuyck,12882,27.5,WPG
Thatcher Demko,12882,26.5,VAN
Adin Hill,12883,26.5,VGK
James Reimer,12883,28.5,ANA
Scott Wedgewood,12884,26.5,NSH
Cam Talbot,12884,26.5,DET
Calvin Pickard,12885,27.5,EDM
Tristan Jarry,12885,28.5,PIT
Marc-Andre Fleury,12886,26.5,MIN
Juuse Saros,12886,26.5,NSH
Frederik Andersen,12887,24.5,CAR
Arvid Soderblom,12888,27.5,CHI
Connor Ingram,12888,26.5,UTA
Semyon Varlamov,12889,24.5,NYI
Joel Hofer,12890,28.5,STL
Jonathan Quick,12891,27.5,NYR
Kaapo Kahkonen,12891,28.5,COL
Charlie Lindgren,12892,28.5,WSH
Connor Hellebuyck,12892,25.5,WPG
Ilya Sorokin,12893,28.5,NYI
David Rittich,12893,25.5,LA
Joonas Korpisalo,12894,27.5,BOS
Tristan Jarry,12894,27.5,PIT
Igor Shesterkin,12895,29.5,NYR
Pyotr Kochetkov,12895,24.5,CAR
Alex Lyon,12896,27.5,DET
Ukko-Pekka Luukkonen,12896,25.5,BUF
Cayden Primeau,12897,26.5,MTL
Elvis Merzlikins,12897,26.5,CBJ
Samuel Ersson,12898,21.5,PHI
Magnus Chrona,12898,30.5,NSH
Sergei Bobrovsky,12899,26.5,FLA
Jake Oettinger,12899,27.5,DAL
Karel Vejmelka,12900,28.5,UTA
Marc-Andre Fleury,12900,25.5,MIN
John Gibson,12901,28.5,ANA
Petr Mrazek,12901,25.5,CHI
Dan Vladar,12902,27.5,CGY
Justus Annunen,12902,27.5,COL
Jacob Markstrom,12902,27.5,NJ
Philipp Grubauer,12903,26.5,SEA
Cam Talbot,12904,25.5,DET
Jordan Binnington,12904,28.5,STL
Connor Hellebuyck,12905,27.5,WPG
Juuse Saros,12905,27.5,NSH
Stuart Skinner,12906,24.5,EDM
Darcy Kuemper,12906,28.5,LA
Casey DeSmith,12907,26.5,DAL
Alexandar Georgiev,12907,26.5,COL
Tristan Jarry,12908,23.5,PIT
Magnus Chrona,12908,30.5,NSH
Elvis Merzlikins,12909,27.5,CBJ
Anton Forsberg,12909,27.5,OTT
Frederik Andersen,12910,25.5,CAR
Sergei Bobrovsky,12910,28.5,FLA
Igor Shesterkin,12911,27.5,NYR
Andrei Vasilevskiy,12911,25.5,TB
Ilya Samsonov,12912,26.5,VGK
Samuel Ersson,12912,25.5,PHI
Sam Montembeault,12913,28.5,MTL
Linus Ullmark,12913,25.5,OTT
Alex Lyon,12914,25.5,DET
Connor Ingram,12914,26.5,UTA
Ukko-Pekka Luukkonen,12915,25.5,BUF
Ilya Sorokin,12915,27.5,NYI
Jake Allen,12916,27.5,NJ
Jake Oettinger,12916,25.5,DAL
Marc-Andre Fleury,12917,23.5,MIN
Lukas Dostal,12917,29.5,ANA
Adin Hill,12918,28.5,VGK
Dustin Wolf,12918,27.5,CGY
Joey Daccord,12919,25.5,SEA
Charlie Lindgren,12919,26.5,WSH
Laurent Brossoit,12920,22.5,CHI
John Gibson,12920,29.5,ANA
Cam Talbot,12921,26.5,DET
Arvid Soderblom,12921,28.5,CHI
Joonas Korpisalo,12922,26.5,BOS
Semyon Varlamov,12922,27.5,NYI
James Reimer,12923,28.5,ANA
Ukko-Pekka Luukkonen,12923,25.5,BUF
Jonathan Quick,12924,28.5,NYR
Tristan Jarry,12924,26.5,PIT
Kaapo Kahkonen,12925,26.5,COL
Andrei Vasilevskiy,12926,27.5,TB
Sergei Bobrovsky,12926,25.5,FLA
Felix Sandstrom,12927,25.5,BUF
Jeremy Swayman,12927,27.5,BOS
Cayden Primeau,12928,29.5,MTL
Ilya Samsonov,12929,27.5,VGK
Pyotr Kochetkov,12929,26.5,CAR
Daniil Tarasov,12930,25.5,CBJ
Magnus Chrona,12930,29.5,NSH
Scott Wedgewood,12931,25.5,NSH
David Rittich,12931,26.5,LA
Jordan Binnington,12932,28.5,STL
Marc-Andre Fleury,12932,24.5,MIN
Casey DeSmith,12933,23.5,DAL
Charlie Lindgren,12933,25.5,WSH
Stuart Skinner,12934,27.5,EDM
Alexandar Georgiev,12934,27.5,COL
Philipp Grubauer,12935,27.5,SEA
Igor Shesterkin,12936,26.5,NYR
Ilya Sorokin,12936,26.5,NYI
Jake Allen,12937,27.5,NJ
Logan Thompson,12937,26.5,WSH
Alex Nedeljkovic,12938,25.5,PIT
Anton Forsberg,12939,28.5,OTT
Elvis Merzlikins,12940,28.5,CBJ
Connor Hellebuyck,12940,27.5,WPG
Devin Cooley,12941,27.5,CGY
Petr Mrazek,12941,26.5,CHI
Joel Hofer,12942,24.5,STL
Lukas Dostal,12942,28.5,ANA
Dustin Wolf,12943,25.5,CGY
Charlie Lindgren,12943,27.5,WSH
Joey Daccord,12944,27.5,SEA
Ukko-Pekka Luukkonen,12944,25.5,BUF
Linus Ullmark,12945,26.5,OTT
Joonas Korpisalo,12945,26.5,BOS
Igor Shesterkin,12946,27.5,NYR
Connor Hellebuyck,12946,27.5,WPG
Tristan Jarry,12947,27.5,PIT
Jake Allen,12947,28.5,NJ
Daniil Tarasov,12948,28.5,CBJ
James Reimer,12948,27.5,ANA
Ilya Samsonov,12949,26.5,VGK
Samuel Ersson,12949,25.5,PHI
Pyotr Kochetkov,12950,25.5,CAR
Ilya Sorokin,12950,28.5,NYI
Justus Annunen,12951,25.5,COL
Jordan Binnington,12951,30.5,STL
Juuse Saros,12952,24.5,NSH
Magnus Chrona,12952,29.5,NSH
Sam Montembeault,12953,30.5,MTL
Calvin Pickard,12953,24.5,EDM
Casey DeSmith,12954,25.5,DAL
John Gibson,12955,28.5,ANA
Filip Gustavsson,12955,24.5,MIN
Andrei Vasilevskiy,12956,27.5,TB
Adin Hill,12956,25.5,VGK
Petr Mrazek,12957,29.5,CHI
Cam Talbot,12957,25.5,DET
Charlie Lindgren,12958,27.5,WSH
Joseph Woll,12958,26.5,TOR
Jake Oettinger,12959,24.5,DAL
Connor Ingram,12959,28.5,UTA
David Rittich,12960,24.5,LA
Marc-Andre Fleury,12960,27.5,MIN
Laurent Brossoit,12961,26.5,CHI
Jake Allen,12961,27.5,NJ
Anton Forsberg,12962,25.5,OTT
Joel Hofer,12962,29.5,STL
Jonathan Quick,12963,26.5,NYR
Jeremy Swayman,12963,27.5,BOS
Ilya Sorokin,12964,25.5,NYI
James Reimer,12964,27.5,ANA
Samuel Ersson,12965,27.5,PHI
Frederik Andersen,12965,24.5,CAR
Kevin Lankinen,12966,28.5,VAN
Sergei Bobrovsky,12966,26.5,FLA
Stuart Skinner,12967,25.5,EDM
Ukko-Pekka Luukkonen,12967,28.5,BUF
Sam Montembeault,12968,27.5,MTL
Casey DeSmith,12968,23.5,DAL
Arvid Soderblom,12969,26.5,CHI
Lukas Dostal,12969,27.5,ANA
Logan Thompson,12970,25.5,WSH
Philipp Grubauer,12970,27.5,SEA
Mackenzie Blackwood,12971,28.5,SJ
Andrei Vasilevskiy,12971,25.5,TB
Darcy Kuemper,12972,28.5,LA
Pyotr Kochetkov,12972,24.5,CAR
Jake Oettinger,12973,26.5,DAL
Tristan Jarry,12973,29.5,PIT
Alexandar Georgiev,12974,25.5,COL
Elvis Merzlikins,12974,30.5,CBJ
Karel Vejmelka,12975,26.5,UTA
Linus Ullmark,12976,27.5,OTT
Samuel Ersson,12976,24.5,PHI
Semyon Varlamov,12977,26.5,NYI
Connor Hellebuyck,12977,27.5,WPG
Alex Lyon,12979,29.5,DET
Ilya Samsonov,12980,27.5,VGK
Stuart Skinner,12980,27.5,EDM
Jake Allen,12981,28.5,NJ
Joonas Korpisalo,12981,26.5,BOS
Sergei Bobrovsky,12982,27.5,FLA
Igor Shesterkin,12982,27.5,NYR
Casey DeSmith,12983,24.5,DAL
Jacob Markstrom,12983,26.5,NJ
Petr Mrazek,12984,26.5,CHI
Devin Cooley,12984,26.5,CGY
Mackenzie Blackwood,12984,26.5,SJ
Cam Talbot,12985,24.5,DET
Andrei Vasilevskiy,12985,28.5,TB
Daniil Tarasov,12986,29.5,CBJ
Adin Hill,12986,25.5,VGK
Connor Hellebuyck,12987,26.5,WPG
Charlie Lindgren,12987,27.5,WSH
Alex Nedeljkovic,12988,30.5,PIT
Ilya Sorokin,12989,26.5,NYI
Kaapo Kahkonen,12989,27.5,COL
Frederik Andersen,12990,24.5,CAR
Joseph Woll,12990,29.5,TOR
Anton Forsberg,12991,27.5,OTT
Calvin Pickard,12991,27.5,EDM
Anthony Stolarz,12992,27.5,TOR
Felix Sandstrom,12992,27.5,BUF
Connor Ingram,12993,27.5,UTA
Jake Oettinger,12993,24.5,DAL
Lukas Dostal,12994,27.5,ANA
Jonas Johansson,12994,24.5,TB
Ukko-Pekka Luukkonen,12995,27.5,BUF
Dustin Wolf,12995,26.5,CGY
Cayden Primeau,12996,26.5,MTL
Philipp Grubauer,12996,25.5,SEA
Logan Thompson,12997,25.5,WSH
Jordan Binnington,12997,29.5,STL
Cam Talbot,12998,26.5,DET
Alex Lyon,12999,26.5,DET
Charlie Lindgren,12999,25.5,WSH
Jeremy Swayman,13000,28.5,BOS
Sergei Bobrovsky,13000,24.5,FLA
Igor Shesterkin,13001,26.5,NYR
Samuel Ersson,13001,26.5,PHI
Alex Nedeljkovic,13002,28.5,PIT
Pyotr Kochetkov,13002,27.5,CAR
Jake Allen,13003,28.5,NJ
Joseph Woll,13003,26.5,TOR
Connor Hellebuyck,13004,28.5,WPG
Stuart Skinner,13004,27.5,EDM
