game_id,home_team,away_team,home_shots_on_goal,away_shots_on_goal,corsi_home,corsi_away,fenwick_home,fenwick_away,corsi_home_%,corsi_away_%,fenwick_home_%,fenwick_away_%
2023020058,WPG,VGK,39,27,70,58,51,34,0.546875,0.453125,0.6,0.4
2023020059,ANA,DAL,29,24,59,52,39,40,0.5315315315315315,0.46846846846846846,0.4936708860759494,0.5063291139240507
2023020060,SEA,CAR,36,36,56,72,39,50,0.4375,0.5625,0.43820224719101125,0.5617977528089888
2023020061,COL,CHI,41,18,69,36,52,27,0.6571428571428571,0.34285714285714286,0.6582278481012658,0.34177215189873417
2023020062,SJS,BOS,27,36,65,59,46,48,0.5241935483870968,0.47580645161290325,0.48936170212765956,0.5106382978723404
2023020063,CBJ,CGY,29,37,65,69,47,51,0.48507462686567165,0.5149253731343284,0.47959183673469385,0.5204081632653061
2023020064,NYI,NJD,32,39,47,74,38,47,0.3884297520661157,0.6115702479338843,0.4470588235294118,0.5529411764705883
2023020065,OTT,DET,37,23,72,45,55,33,0.6153846153846154,0.38461538461538464,0.625,0.375
2023020066,ARI,ANA,27,33,61,65,43,48,0.48412698412698413,0.5158730158730159,0.4725274725274725,0.5274725274725275
2023020067,BUF,NYI,42,25,78,47,56,33,0.624,0.376,0.6292134831460674,0.3707865168539326
2023020068,FLA,VAN,37,31,70,57,52,40,0.5511811023622047,0.44881889763779526,0.5652173913043478,0.43478260869565216
2023020069,MTL,WSH,28,33,66,65,45,47,0.5038167938931297,0.4961832061068702,0.4891304347826087,0.5108695652173914
2023020070,TBL,TOR,31,52,63,83,43,66,0.4315068493150685,0.5684931506849316,0.3944954128440367,0.6055045871559633
2023020071,CHI,VGK,24,24,52,49,34,31,0.5148514851485149,0.48514851485148514,0.5230769230769231,0.47692307692307695
